time,x,z,rotY,speed
0.0000,11.4918,20.0384,269.7113,0.0000
0.1252,11.4918,20.0384,269.7113,0.0000
0.2561,11.4918,20.0384,269.7113,0.0000
0.4176,11.4918,20.0384,269.7113,0.0000
0.7951,11.4918,20.0384,269.7113,0.0000
0.8980,11.4918,20.0384,269.7113,0.0000
1.0251,11.4918,20.0384,269.7113,0.0000
1.1563,11.4918,20.0384,269.7113,0.0000
1.2831,11.4918,20.0384,269.7113,0.0000
1.6164,11.4918,20.0384,269.7113,0.0000
1.7442,11.4918,20.0384,269.7114,0.0000
1.8722,11.4918,20.0384,269.7113,0.0000
1.9968,11.4918,20.0384,269.7114,0.0000
2.3721,11.4918,20.0384,269.7114,0.0000
2.5165,11.4918,20.0384,269.7113,0.0000
2.6581,11.4918,20.0384,269.7113,0.0000
2.7839,11.4918,20.0384,269.7113,0.0000
3.2030,11.4918,20.0384,269.7113,0.0000
3.3321,11.4918,20.0384,269.7113,0.0000
3.4634,11.4918,20.0384,269.7113,0.0000
3.5909,11.4918,20.0384,269.7114,0.0000
3.9668,11.4918,20.0384,269.7112,0.0000
4.0695,11.4918,20.0384,269.7114,0.0000
4.1989,11.4918,20.0384,269.7113,0.0000
4.3269,11.4918,20.0384,269.7113,0.0000
4.4552,11.4918,20.0384,269.7114,0.0000
4.7885,11.4918,20.0384,269.7114,0.0000
4.9162,11.4915,20.0859,269.7046,0.3725
5.0502,11.4909,20.1423,269.6977,0.4206
5.1795,11.4909,20.2178,269.6911,0.5866
5.5549,11.4893,20.4748,269.6689,0.6846
5.6554,11.4887,20.5634,269.6566,0.8825
5.7851,11.4885,20.7246,269.6335,1.2447
5.9165,11.4873,20.8936,269.6482,1.2865
6.0500,11.4855,21.0506,269.5907,1.1762
6.3833,11.4833,21.5552,269.6448,1.5139
6.5208,11.4811,21.7742,269.6682,1.5942
6.6495,11.4801,21.9712,269.6969,1.5308
6.7784,11.4796,22.2010,269.7201,1.7828
7.2044,11.4768,22.8928,269.6959,1.6238
7.3411,11.4752,23.1236,269.6728,1.6890
7.4676,11.4735,23.3206,269.6651,1.5570
7.5923,11.4731,23.5179,269.6629,1.5822
7.9687,11.4708,24.1432,269.6728,1.6613
8.1081,11.4692,24.3752,269.6682,1.6647
8.2340,11.4682,24.5732,269.6453,1.5728
8.3616,11.4688,24.8044,269.6543,1.8123
8.7787,11.4630,25.4989,269.5503,1.6647
8.9156,11.4621,25.7013,269.5670,1.4786
