time,x,z,rotY,speed
0.0000,11.4918,20.0410,269.7107,0.0000
0.1267,11.4918,20.0410,269.7107,0.0000
0.2478,11.4918,20.0410,269.7107,0.0000
0.3697,11.4918,20.0410,269.7107,0.0000
0.4941,11.4918,20.0410,269.7106,0.0000
0.6182,11.4918,20.0410,269.7106,0.0000
0.7444,11.4918,20.0410,269.7107,0.0000
0.8681,11.4917,20.0527,269.7064,0.0953
0.9906,11.4908,20.0783,269.6917,0.2088
1.1105,11.4913,20.1003,269.6731,0.1833
1.2319,11.4906,20.1221,269.6516,0.1797
1.3523,11.4896,20.1441,269.6345,0.1832
1.4737,11.4902,20.1661,269.6158,0.1816
1.5954,11.4895,20.1881,269.6003,0.1803
1.7164,11.4890,20.2054,269.5599,0.1448
1.8386,11.4890,20.2225,269.5671,0.1435
1.9611,11.4885,20.2414,269.5729,0.1552
2.0816,11.4885,20.2618,269.5801,0.1695
2.2030,11.4876,20.3042,269.5831,0.3491
2.3310,11.4875,20.3648,269.5887,0.4737
2.4526,11.4869,20.4303,269.5972,0.5390
2.5799,11.4856,20.5093,269.5981,0.6210
2.7041,11.4854,20.5988,269.6061,0.7202
2.8316,11.4850,20.7339,269.5757,1.0620
2.9612,11.4843,20.8566,269.5650,0.9470
3.0830,11.4836,20.9937,269.5595,1.1253
3.2138,11.4811,21.1758,269.5703,1.3941
3.3382,11.4810,21.3520,269.6188,1.4168
3.4666,11.4796,21.5499,269.6422,1.5406
3.6091,11.4789,21.7916,269.6635,1.6970
3.7323,11.4772,22.0535,269.6542,2.1262
3.8607,11.4760,22.2780,269.6558,1.7480
3.9890,11.4749,22.5022,269.6462,1.7473
4.1145,11.4729,22.7652,269.6335,2.0971
4.2386,11.4713,22.9906,269.6677,1.8149
4.3636,11.4709,23.2185,269.6665,1.8233
4.4859,11.4690,23.4481,269.6378,1.8775
4.6132,11.4697,23.7122,268.0147,2.0745
4.7368,11.4573,23.9380,266.5468,1.8302
4.8590,11.4424,24.1650,266.5068,1.8616
4.9837,11.4290,24.3915,266.4847,1.8203
5.1060,11.4146,24.6189,266.4859,1.8617
5.2284,11.4059,24.8439,266.8627,1.8409
5.3557,11.4060,25.0913,271.8782,1.9426
5.4877,11.4252,25.2972,279.9592,1.5666
5.6139,11.4830,25.5433,281.6314,2.0029
5.7363,11.5282,25.7653,281.6382,1.8513
5.8576,11.5761,25.9899,281.6510,1.8931
5.9808,11.6216,26.2138,281.6425,1.8559
6.1040,11.6675,26.4385,281.6326,1.8614
6.2406,11.7222,26.7004,281.6283,1.9582
6.3765,11.7766,26.9629,281.6398,1.9719
6.4989,11.8213,27.1861,281.6246,1.8603
6.6250,11.8677,27.4102,281.9883,1.8158
6.7492,11.9163,27.6361,287.0379,1.8603
6.8744,11.9901,27.8910,287.9244,2.1194
6.9990,12.0612,28.1084,287.9286,1.8359
