time,x,z,rotY,speed
0.0000,11.4920,20.0355,269.6869,0.0000
0.1259,11.4921,20.0353,269.6869,0.0011
0.2493,11.4921,20.0352,269.6869,0.0012
0.3721,11.4921,20.0350,269.6870,0.0014
0.4957,11.4921,20.0348,269.6870,0.0013
0.6211,11.4915,20.0409,269.6868,0.0482
0.7502,11.4917,20.0658,269.6820,0.1933
0.8732,11.4911,20.0874,269.6743,0.1756
1.0049,11.4902,20.1091,269.6714,0.1652
1.1251,11.4907,20.1310,269.6666,0.1816
1.2468,11.4901,20.1525,269.6615,0.1774
1.3707,11.4896,20.1779,269.6568,0.2049
1.4912,11.4899,20.1980,269.6429,0.1671
1.6143,11.4895,20.2142,269.6373,0.1360
1.7363,11.4890,20.2317,269.6447,0.1448
1.8569,11.4889,20.2513,269.6530,0.1635
1.9846,11.4886,20.2928,269.6627,0.3249
2.1063,11.4880,20.3361,269.6772,0.3557
2.2273,11.4877,20.3795,269.6898,0.3587
2.3503,11.4870,20.4538,269.7144,0.6042
2.4764,11.4865,20.5188,269.7240,0.5152
2.5985,11.4856,20.5983,269.7348,0.6513
2.7197,11.4856,20.6936,269.7159,0.7888
2.8474,11.4853,20.7802,269.7434,0.6787
2.9734,11.4840,20.8973,269.7256,0.9293
3.0992,11.4824,21.0065,269.7198,0.8677
3.2208,11.4837,21.1202,269.7018,0.9356
3.3434,11.4833,21.2576,269.6954,1.1240
3.4705,11.4826,21.4092,269.6856,1.1932
3.5921,11.4819,21.5387,269.6789,1.0647
3.7148,11.4804,21.6787,269.6711,1.1435
3.8427,11.4804,21.8288,269.6755,1.1739
3.9652,11.4796,21.9807,269.6676,1.2393
4.0872,11.4784,22.1312,269.6518,1.2346
4.2137,11.4768,22.3303,269.6564,1.5730
4.3432,11.4762,22.5033,269.6715,1.3369
4.4674,11.4767,22.6770,269.6917,1.3978
4.5919,11.4748,22.8775,269.6764,1.6107
4.7152,11.4742,23.0494,269.6758,1.3945
4.8376,11.4731,23.2235,269.6749,1.4225
4.9585,11.4726,23.3972,269.6664,1.4359
5.0803,11.4724,23.5700,269.6467,1.4195
5.2018,11.4711,23.7433,269.6509,1.4263
5.3250,11.4710,23.9151,269.6470,1.3938
5.4460,11.4697,24.0876,269.6662,1.4265
5.5681,11.4693,24.2731,269.6095,1.5189
5.6964,11.4677,24.5031,269.6178,1.7932
5.8171,11.4663,24.6983,269.6235,1.6169
5.9382,11.4648,24.8929,269.5905,1.6071
6.0600,11.4644,25.0889,269.6118,1.6090
6.1818,11.4631,25.2858,269.6306,1.6169
6.3045,11.4616,25.4817,269.6697,1.5965
6.4250,11.4617,25.6767,269.6907,1.6183
6.5459,11.4601,25.8721,269.6913,1.6158
6.6678,11.4587,26.0667,269.6865,1.5968
6.7886,11.4606,26.2626,269.6984,1.6213
6.9119,11.4588,26.4920,269.6828,1.8617
7.0328,11.4574,26.6870,269.6956,1.6135
7.1541,11.4547,26.8826,269.6827,1.6119
7.2747,11.4540,27.0786,269.6743,1.6261
7.3964,11.4533,27.2740,269.6843,1.6049
7.5172,11.4525,27.4710,269.7123,1.6306
7.6387,11.4513,27.6679,269.7001,1.6201
7.7590,11.4513,27.8639,269.6873,1.6297
7.8819,11.4505,28.0590,269.6827,1.5877
8.0049,11.4487,28.2538,269.6797,1.5835
8.1249,11.4487,28.4469,269.7288,1.6096
8.2455,11.4485,28.6368,271.9581,1.5754
8.3699,11.4734,28.8485,280.9869,1.7155
8.4946,11.5331,28.9964,284.6554,1.2812
8.6185,11.5954,29.1877,284.7610,1.6256
8.7404,11.6390,29.3727,284.8504,1.5589
8.8632,11.6907,29.5774,284.7031,1.7195
8.9866,11.7484,29.7785,284.8178,1.6968
9.1329,11.8066,30.0176,285.0493,1.6836
9.2563,11.8531,30.1634,284.8148,1.2764
9.3775,11.8903,30.3413,284.9201,1.5013
9.4985,11.9680,30.5385,284.4676,1.7664
9.6196,12.0119,30.7261,284.6737,1.5926
9.7415,12.0551,30.9253,285.1254,1.6795
9.8650,12.1282,31.1364,284.9412,1.8164
